Saraksts,Partija,Vards,Gender,Apgabals,Numurs,Gads,DarbaVieta,Amats
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Līvija Plavinska,Female,Latgale,16,1959,Rēzeknes novada pašvaldības Nautrēnu apvienības pārvalde,Apvienības vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Artūrs Portnovs,Male,Vidzeme,14,1984,Madonas novada pašvaldība,Pārvaldes vadītājs Ļaudonas un Kalsnavas pagastos
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Inga Priede,Female,Zemgale,5,1966,Tukuma novada pašvaldība,Domes priekšsēdētāja vietniece
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Mārtiņš Prīsis,Male,Zemgale,14,1980,SIA “CMB Housing Solutions”,Vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Līga Marija Putna,Female,Vidzeme,26,1977,Rail Baltica,projektu vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Renārs Putniņš,Male,Rīga,32,1974,SIA “SILA STILS”,"Valdes loceklis, arhitekts"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Renārs Putniņš,Male,Zemgale,7,1976,Jēkabpils reģionālā slimnīca,Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Putra,Male,Kurzeme,4,1983,Dienvidkurzemes novada pašvaldība,Deputāts. Attīstības un tautsaimniecības komitejas pr-ja vietnieks
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Igors Rajevs,Male,Rīga,3,1965,SIA Rajevs Security and Defence Solutions,Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Gundega Rancāne,Female,Latgale,15,1973,Lūcijas Rancānes Makašānu Amatu vidusskola,Direktore
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Rantiņš,Male,Vidzeme,22,1983,Rīgas plānošanas reģions,Administrācijas vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Romualds Ražuks,Male,Vidzeme,16,1955,Latvijas Universitāte,"Pasniedzējs, eksperts"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Viesturs Reinfelds,Male,Zemgale,9,1956,Dobeles novada pašvaldība,Domes deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Oskars Reiters,Male,Rīga,19,1990,SIA AJ Realestate,Būvniecības projektu vadītajs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Dace Rolava,Female,Rīga,17,1955,SIA “DR kursi un konsultācijas”,Valdes priekšsēdētāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Juris Saukāns,Male,Latgale,9,1966,“Mediju aģentūra A-Z” SIA,Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Oksana Sičko,Female,Rīga,14,1963,VCA MC Elite,"Ārsts-neirologs, neirosonologs"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Viesturs Silenieks,Male,Rīga,16,1977,Latvijas Riteņbraucēju apvienība,Valdes priekšsēdētājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Karina Siņkeviča,Female,Vidzeme,20,1968,"Sabiedrība ar ierobežotu atbildību ""Jūrmalas slimnīca""",Valdes locekle
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Valdis Skujiņš,Male,Kurzeme,11,1951,Liepājas Universitāte,Lektors
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edvards Smiltēns,Male,Vidzeme,1,1984,Rīgas dome,Priekšsēdētāja vietnieks
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Sprindžuks,Male,Vidzeme,3,1971,Ādažu novada dome,"Domes priekšsēdētājs, deputāts"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Mārtiņš Toms Staks,Male,Rīga,29,1995,Tele2 IoT,Tehniskais speciālists
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Stērninieks,Male,Rīga,27,1970,SIA KUBI,Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivars Straume,Male,Rīga,7,1952,"A/s ,,Latvijas dzelzceļš”",Drošības direkcijas civilās aizsardzības un ugunsdrošības nodaļas vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ainis Stūrmanis,Male,Kurzeme,10,1966,SIA RIORI,Ražošanas vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Andrejs Svilāns,Male,Vidzeme,6,1968,Dabas aizsardzības pārvalde,Ģenerāldirektors
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Mārtiņš Svilis,Male,Zemgale,16,1981,Jēkabpils novada dome,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ivars Šķinčs,Male,Latgale,2,1969,Daugavpils 17. vidusskola,Direktors
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Didzis Šmits,Male,Rīga,1,1975,Latvijas Republikas Saeima,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Airisa Šteinberga,Female,Rīga,34,1968,RTU Humanitārais institūts,"Direktore, asociētā profesore"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Štelmahers,Male,Rīga,5,1969,SIA New Rosme,valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Tavars,Male,Zemgale,1,1982,Latvijas Republikas Saeima,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Alise Tomiņa-Kaščejeva,Female,Rīga,25,1995,SIA “Media Runner”,Valdes locekle
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Trupovnieks,Male,Latgale,4,1961,Balvu un Gulbenes slimnīcu apvienība,Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivars Trūlis,Male,Latgale,12,1967,Krāslavas novada dome,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ilze Vanaga,Female,Zemgale,11,1978,SIA Ivestate,Reklāmas un sabiedrisko attiecību vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Bruno Veide,Male,Vidzeme,19,1961,Limbažu novada pašvaldība Salacgrīvas apvienību pārvalde,Būvprojektu vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Artis Velšs,Male,Rīga,6,1974,AS G4S Latvia,Iekšējās drošības dienesta vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ziedonis Vilde,Male,Zemgale,15,1971,Ogres Mūzikas un mākslas skola,Direktora vietnieks saimnieciskajos jautājumos
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Juris Viļums,Male,Latgale,1,1982,"Politiskā partija ""Latvijas Reģionu Apvienība""",Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aiva Vīksna,Female,Vidzeme,4,1967,Lietišķās informācijas dienests SIA,Biznesa attīstības vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krista Vīndedze,Female,Kurzeme,7,1981,"Saldus novada pašvaldības aģentūra “Saldus Tūrisma informācijas, kultūras un sporta centrs”",Direktore
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Anna Vītola-Helviga,Female,Zemgale,2,1956,Latvijas Lauksaimniecības universitāte,Bioekonomikas un ilgtspējīgo resursu vadības nodaļas vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Guntars Vītols,Male,Rīga,13,1972,TEK Solutions SIA,Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Juris Guntis Vjakse,Male,Latgale,3,1967,"Biedrība ""Latvijas Darba devēju konfederācija""",Projekta koordinators Latgales reģionā
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Sandra Vorkale,Female,Latgale,14,1973,J.Soikāna Ludzas mākslas skola,Direktore
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Inese Zagorska,Female,Vidzeme,17,1958,"Vidzemes koncertzāle ""Cēsis""",Mākslinieciskā vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Zandbergs,Male,Vidzeme,13,1981,“Eye Roll” SIA,Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Niāra Zālīte,Female,Vidzeme,27,1973,Rīgas valstspilsētas pašvadlība,Rīgas domes priekšsēdētāja vietnieka Edvarda Smiltēna biroja vadītāja
19,"Politiskā partija ""Republika""",Ilona Anževska,Female,Zemgale,7,1975,Bezdarbniece,
19,"Politiskā partija ""Republika""",Anastasija Astrahanceva,Female,Vidzeme,6,1974,Rīgas Stradiņa Universitāte,"Asistenta p.i.: docētājs, zinātnisko darbu vādītājs un recenzents"
19,"Politiskā partija ""Republika""",Normunds Barkāns,Male,Zemgale,1,1981,SIA''EMPOWER'',Darbu vadītājs
19,"Politiskā partija ""Republika""",Madara Benga,Female,Latgale,12,1991,SIA LAGRON,Projekta koordinatore/Būvlaukuma vadītāja
19,"Politiskā partija ""Republika""",Andris Benjamiņš,Male,Rīga,25,1985,Bezdarbnieks,
19,"Politiskā partija ""Republika""",Jānis Bērziņš,Male,Zemgale,3,1967,ZS Bērzmales,īpašnieks
19,"Politiskā partija ""Republika""",Kristaps Bērziņš,Male,Vidzeme,14,1988,AS Sadales tīkls,Materiālu un loģistikas vadības inženieris
19,"Politiskā partija ""Republika""",Juris Borskis,Male,Latgale,4,1966,Pašnodarbinātais,
19,"Politiskā partija ""Republika""",Eduards Brūniņš,Male,Zemgale,12,1964,SIA Grifs AG,Apsardzes darbinieks
19,"Politiskā partija ""Republika""",Ginta Bukāte,Female,Kurzeme,7,1988,Vilgāles sākumskola,Lietvede
19,"Politiskā partija ""Republika""",Juris Čudo,Male,Vidzeme,19,1978,AS Cēsu alus,Maiņas vecākais
19,"Politiskā partija ""Republika""",Guntars Didenko,Male,Rīga,19,1995,SIA DK Solutions,Valdes loceklis
19,"Politiskā partija ""Republika""",Alla Dovbenko,Female,Vidzeme,16,1979,Bezdarbniece,
19,"Politiskā partija ""Republika""",Viktors Duks,Male,Rīga,20,1968,"SIA ""Vimo Studija""",Valdes loceklis
19,"Politiskā partija ""Republika""",Māris Feldmanis,Male,Zemgale,16,1974,Dobeles novada pašvaldība,Pašvaldības deputāts
19,"Politiskā partija ""Republika""",Māris Geidāns,Male,Rīga,11,1984,Pašnodarbināta persona,Jurists
19,"Politiskā partija ""Republika""",Iveta Grebeža,Female,Latgale,7,1971,"Daugavpils pilsētas pašvaldība, īpašuma pārvaldīšanas departaments",plānošanas tehniķis
19,"Politiskā partija ""Republika""",Andris Grīnbergs,Male,Rīga,16,1978,A TurboC 4U SIA,Apdrošināšanas brokeris
19,"Politiskā partija ""Republika""",Valdis Grīnfogels,Male,Kurzeme,10,1984,"Paul Mason Properties, SIA",Vaditājs
19,"Politiskā partija ""Republika""",Aija Gudza,Female,Rīga,14,1982,"SIA ""Meridian Group""",Valodu centra vadītāja
19,"Politiskā partija ""Republika""",Egils Gusts,Male,Kurzeme,2,1989,ZS Dzēses,Izpilddirektors
19,"Politiskā partija ""Republika""",Elza Ģirģena,Female,Zemgale,2,1957,SIA Krustpils ceļavējš,Valdes locekle
19,"Politiskā partija ""Republika""",Kaspars Ģirģens,Male,Vidzeme,1,1985,Latvijas Republikas Saeima,Deputāts
19,"Politiskā partija ""Republika""",Sandis Ģirģens,Male,Rīga,1,1980,Zvērināts advokāts,Zvērināts advokāts
19,"Politiskā partija ""Republika""",Reinis Immermanis,Male,Zemgale,13,1991,SIA „AGRITECH”,Tirdzniecības pārstāvis
19,"Politiskā partija ""Republika""",Laima Jaškova,Female,Zemgale,11,1966,SIA MERITONS,pārdevēja
19,"Politiskā partija ""Republika""",Sintija Jaunākā,Female,Vidzeme,11,1981,"Dabas aizsardzības pārvalde, Vidzemes reģionālā administrācija",Dabas aizsardzības daļas vadītāja
19,"Politiskā partija ""Republika""",Iluta Kaktiņa,Female,Vidzeme,13,1971,Sociālās Aprūpes Centrs Allaži,Pavārs
19,"Politiskā partija ""Republika""",Sanita Kārkliņa,Female,Vidzeme,20,1968,"IK ""VASARIŅAS SK""",īpašniece
19,"Politiskā partija ""Republika""",Juris Keišs,Male,Rīga,18,1959,Rīgas 95. Vidusskola,Ķīmijas un dabaszīnību skolotājs
19,"Politiskā partija ""Republika""",Uldis Klaušs,Male,Rīga,32,1956,Pensionārs,
19,"Politiskā partija ""Republika""",Anna Kļaviņa,Female,Rīga,34,1959,Rīgas Austrumu klīniska universitāte slimnīca,Noliktavas pārzine (medicīnisko ierīču sagādes speciālists)
19,"Politiskā partija ""Republika""",Vera Komarova,Female,Latgale,8,1975,Daugavpils Universitāte,Vadošā pētniece
19,"Politiskā partija ""Republika""",Alevtina Korņilova,Female,Rīga,30,1989,Pašnodarbināta,
19,"Politiskā partija ""Republika""",Jevgēnijs Koršenkovs,Male,Latgale,1,1973,"Politiskā partija ""Republika""",Valdes loceklis
19,"Politiskā partija ""Republika""",Nadežda Krasiļņikova,Female,Latgale,10,1990,Pašnodarbināta,
19,"Politiskā partija ""Republika""",Dmitrijs Krasiļņikovs,Male,Latgale,15,1987,Pašnodarbināts,
19,"Politiskā partija ""Republika""",Matīss Krēže,Male,Kurzeme,11,1997,Bezdarbnieks,
19,"Politiskā partija ""Republika""",Armands Kruglaužs,Male,Rīga,39,1990,Bezdarbnieks,
19,"Politiskā partija ""Republika""",Mārtiņš Krusts,Male,Rīga,3,1988,"Biedrība ""Kreisie patrioti""",Priekšsēdētājs
19,"Politiskā partija ""Republika""",Ivars Krūmiņš,Male,Vidzeme,22,1974,SIA Latvāņi,Instrumentu asinātājs
19,"Politiskā partija ""Republika""",Inguss Kudiņš,Male,Vidzeme,4,1978,"SIA ""Intelektuālais kapitāls""",Valdes priekšsēdētājs
19,"Politiskā partija ""Republika""",Māra Kūriņa,Female,Kurzeme,14,1986,Pašnodarbinātā,
19,"Politiskā partija ""Republika""",Kaspars Kūriņš,Male,Zemgale,15,1987,Saimnieciskās darbības veicējs,
19,"Politiskā partija ""Republika""",Līga Leikarte,Female,Kurzeme,13,1971,Jk SIA,Pārdevēja
19,"Politiskā partija ""Republika""",Dace Leitāne,Female,Vidzeme,12,1967,Ropažu novada pašvaldība,"Juridiskā, publisko iepirkumu un personālvadības departamenta direktora vietniece"
19,"Politiskā partija ""Republika""",Sabīne Leitāne,Female,Vidzeme,27,1990,SIA Depo DIY,Noliktavas darbinieks
19,"Politiskā partija ""Republika""",Ilona Lielmane,Female,Kurzeme,3,1989,Pašnodarbināta,
19,"Politiskā partija ""Republika""",Edgars Lielmanis,Male,Kurzeme,5,1989,Caljan LSEZ SIA,Elektroinženieris
19,"Politiskā partija ""Republika""",Mikus Dāvis Liepiņš,Male,Vidzeme,26,1997,Valmieras Pārgaujas Valsts ģimnāzija,Vispārējās pamatizglītības/vidējās izglītības skolotājs
19,"Politiskā partija ""Republika""",Margarita Liņģe,Female,Rīga,29,1962,Rīgas Sociālais dienests,Informatore
19,"Politiskā partija ""Republika""",Anžela Lužnova,Female,Rīga,12,1968,"SIA ""Skaistumpasaule""",valdes locekle
19,"Politiskā partija ""Republika""",Anna Lūzeniece,Female,Latgale,11,1967,"SIA ""Silupes AV""",Valdes priekšsēdētaja
19,"Politiskā partija ""Republika""",Sigits Macionis,Male,Zemgale,14,1972,Pašnodarbinātais,
19,"Politiskā partija ""Republika""",Inga Mackeviča,Female,Rīga,31,1977,SIA Aris Baltija,Valdes locekle
19,"Politiskā partija ""Republika""",Viktorija Malgoždarova,Female,Rīga,9,1994,Rīgas Austrumu klīniskās universitātes slimnīcas Neatliekamās medicīnas un pacientu uzņemšanas klīnikas Diagnostikās radioloģijas centrs,Radiogrāferis
19,"Politiskā partija ""Republika""",Skaidrīte Melne,Female,Latgale,13,1973,AS Jungens Latvia,Tirdzniecības pārstāve
19,"Politiskā partija ""Republika""",Angela Helvētija Mežaka,Female,Rīga,35,1982,Studente,
19,"Politiskā partija ""Republika""",Edgars Mežeckis,Male,Vidzeme,28,1973,Pašnodarbinātais,
19,"Politiskā partija ""Republika""",Inna Miļutikova,Female,Rīga,17,1975,SIA RĪTS M,ĢIMENES ĀRSTE
19,"Politiskā partija ""Republika""",Staņislavs Miļutikovs,Male,Rīga,10,1971,SIA RĪTS M,Ģimenes Ārsts
19,"Politiskā partija ""Republika""",Aija Nagle,Female,Rīga,6,1988,SIA 6. Septembris,Valdes locekle
19,"Politiskā partija ""Republika""",Alvis Osmanis,Male,Vidzeme,7,1991,SIA Minute Clinic,Ārstniecības sektora vadītājs
19,"Politiskā partija ""Republika""",Inese Ozoliņa,Female,Kurzeme,8,1981,"Druvas bērnudārzs ""Graudiņš""",Pirmsskolas skolotāja
19,"Politiskā partija ""Republika""",Uldis Ozoliņš,Male,Kurzeme,15,1966,Pensionārs,
19,"Politiskā partija ""Republika""",Elviss Ozols,Male,Vidzeme,2,1980,SIA Tiesu namu aģentūra,Vidzemes Nī daļas pārvaldnieks
19,"Politiskā partija ""Republika""",Gatis Ozols,Male,Zemgale,4,1981,"Jelgavas Namu Pārvaldnieks, SIA",Direktors
19,"Politiskā partija ""Republika""",Sigita Pauliņa,Female,Rīga,13,1987,Pašnodarbinātais,Skaistumkopšanas speciālists
19,"Politiskā partija ""Republika""",Andrejs Pavārs,Male,Zemgale,9,1984,Pašnodarbinātais,
19,"Politiskā partija ""Republika""",Sergejs Protasovs,Male,Vidzeme,17,1994,"SIA""MIRKEKS""",Preču pasūtījumu speciālists
19,"Politiskā partija ""Republika""",Andris Prutāns,Male,Rīga,36,1962,Valsts ieņēmumu dienests muitas kontrolpunkts,Vecākais muitas uzraugs
19,"Politiskā partija ""Republika""",Lauris Prūsis,Male,Vidzeme,18,1984,Bezdarbnieks,
19,"Politiskā partija ""Republika""",Iveta Pucena,Female,Rīga,38,1962,Viduskurzemes pamatskola- attīstības centrs,Skolotāja
19,"Politiskā partija ""Republika""",Ēriks Pucens,Male,Kurzeme,1,1986,Latvijas Republikas Saeima,Saeimas deputāts
19,"Politiskā partija ""Republika""",Edgars Putniņš,Male,Rīga,5,1987,AS G4S,FANV Fiziskās apsardzes nodaļas vadītājs
19,"Politiskā partija ""Republika""",Nadežda Puzanova,Female,Rīga,21,1985,Valsts ieņēmumu dienests,galvenā iekšējā auditore
19,"Politiskā partija ""Republika""",Linda Reisa,Female,Zemgale,6,1984,ZVĒRINĀTA ADVOKĀTE,
19,"Politiskā partija ""Republika""",Edgars Rozenbergs,Male,Vidzeme,29,1968,SIA Parking service,Valdes loceklis
19,"Politiskā partija ""Republika""",Renē Rozenbergs,Male,Vidzeme,21,1990,SIA Torpedo.lv,Direktors
19,"Politiskā partija ""Republika""",Aivars Ruņģis,Male,Vidzeme,10,1978,Latvijas dzelzceļš,IT drošības inženieris
19,"Politiskā partija ""Republika""",Aivars Saulītis,Male,Rīga,7,1957,SIA Hansa Line,Autobusa vadītājs
19,"Politiskā partija ""Republika""",Nataļja Seļivanova-Fjodorova,Female,Latgale,3,1976,"""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA"""", SIA",Lektore
19,"Politiskā partija ""Republika""",Jurijs Semjonovs,Male,Vidzeme,24,1988,"SIA ""JELD-WEN""","Operatora asistents, Laborants"
19,"Politiskā partija ""Republika""",Anda Skrīvele,Female,Vidzeme,8,1974,Zvērināta notāra birojs,jurista palīgs
19,"Politiskā partija ""Republika""",Sarmīte Sparāne,Female,Rīga,24,1963,SIA Veneto,Pavārs
19,"Politiskā partija ""Republika""",Mārtiņš Staģītis,Male,Rīga,8,1979,Eiropas Komisijas Cilvēkresursu un drošības ģenerāldirektorāts - Informācijas drošības un Inspekcijas nodaļa,Kiberdrošības sistēmu inženieris / Risku analītiķis atbilstības pārbaužu daļā
19,"Politiskā partija ""Republika""",Leonīds Stepanovs,Male,Rīga,26,1989,"SIA ""M Baltic Group""",Valdes loceklis
